Time:1,End Time,f001,Event Id,Event Date,Event Duration
346.1360,346.4360,2,,,
346.3700,346.6700,1,,,
346.6360,346.9360,2,,,
346.9030,347.2030,1,,,
347.1370,347.4370,1,,,
347.3700,347.6700,1,,,
347.6370,347.9370,2,,,
347.9040,348.2040,1,,,
348.1380,348.4380,2,,,
348.4040,348.7040,1,,,
348.6710,348.9710,1,,,
348.9050,349.2050,1,,,
349.1720,349.4720,2,,,
349.4050,349.7050,2,,,
349.6720,349.9720,1,,,
349.9390,350.2390,2,,,
350.1720,350.4720,2,,,
350.4390,350.7390,2,,,
350.7060,351.0060,2,,,
350.9400,351.2400,2,,,
351.1900,351.4900,1,,,
351.4570,351.7570,2,,,
351.7070,352.0070,2,,,
351.9740,352.2740,1,,,
352.2070,352.5070,2,,,
352.4740,352.7740,1,,,
352.7080,353.0080,2,,,
362.7460,363.0460,1,,,
363.0460,363.3460,1,,,
363.2800,363.5800,2,,,
363.5470,363.8470,2,,,
363.7800,364.0800,2,,,
364.0470,364.3470,1,,,
364.3140,364.6140,1,,,
364.5470,364.8470,1,,,
364.8140,365.1140,2,,,
365.0480,365.3480,2,,,
365.3150,365.6150,2,,,
365.5480,365.8480,2,,,
365.8150,366.1150,1,,,
366.0820,366.3820,2,,,
366.3160,366.6160,2,,,
366.5820,366.8820,1,,,
366.8160,367.1160,1,,,
367.0830,367.3830,1,,,
367.3160,367.6160,2,,,
367.5830,367.8830,1,,,
367.8170,368.1170,1,,,
368.0840,368.3840,2,,,
368.3170,368.6170,1,,,
368.5840,368.8840,1,,,
368.8180,369.1180,2,,,
369.0840,369.3840,2,,,
369.3180,369.6180,2,,,
369.5850,369.8850,2,,,
369.8520,370.1520,1,,,
370.0850,370.3850,2,,,
370.3520,370.6520,1,,,
370.5860,370.8860,2,,,
370.8530,371.1530,2,,,
371.0860,371.3860,1,,,
371.3530,371.6530,2,,,
371.5870,371.8870,2,,,
371.8530,372.1530,2,,,
372.0870,372.3870,2,,,
372.3540,372.6540,2,,,
372.6210,372.9210,2,,,
372.8540,373.1540,1,,,
373.1210,373.4210,2,,,
373.3550,373.6550,1,,,
373.6210,373.9210,2,,,
373.8550,374.1550,1,,,
374.1220,374.4220,2,,,
374.3550,374.6550,1,,,
374.6220,374.9220,1,,,
374.8890,375.1890,2,,,
375.1230,375.4230,1,,,
375.3900,375.6900,2,,,
375.6230,375.9230,1,,,
375.8900,376.1900,1,,,
376.1230,376.4230,1,,,
376.3900,376.6900,2,,,
376.6240,376.9240,1,,,
376.8910,377.1910,1,,,
377.1240,377.4240,2,,,
377.3910,377.6910,2,,,
377.6250,377.9250,1,,,
377.8920,378.1920,2,,,
378.1250,378.4250,2,,,
378.3920,378.6920,1,,,
378.6250,378.9250,1,,,
378.8920,379.1920,1,,,
379.1260,379.4260,2,,,
379.3930,379.6930,2,,,
379.6600,379.9600,1,,,
387.9330,388.2330,2,,,
388.2330,388.5330,1,,,
388.4670,388.7670,2,,,
388.7340,389.0340,1,,,
388.9670,389.2670,2,,,
389.2340,389.5340,2,,,
389.4680,389.7680,2,,,
389.7340,390.0340,1,,,
389.9680,390.2680,1,,,
390.2350,390.5350,1,,,
390.4680,390.7680,1,,,
390.7350,391.0350,1,,,
390.9690,391.2690,1,,,
391.2360,391.5360,1,,,
391.4690,391.7690,1,,,
391.7360,392.0360,2,,,
391.9700,392.2700,2,,,
392.2360,392.5360,2,,,
392.5030,392.8030,1,,,
392.7200,393.0200,1,,,
392.9870,393.2870,2,,,
393.2210,393.5210,2,,,
393.4870,393.7870,2,,,
393.7540,394.0540,1,,,
393.9880,394.2880,2,,,
394.2550,394.5550,2,,,
394.4880,394.7880,1,,,
394.7550,395.0550,2,,,
394.9890,395.2890,2,,,
395.2560,395.5560,2,,,
395.4890,395.7890,2,,,
395.7560,396.0560,2,,,
395.9890,396.2890,1,,,
396.2560,396.5560,1,,,
396.4900,396.7900,2,,,
396.7570,397.0570,2,,,
396.9900,397.2900,2,,,
397.2570,397.5570,2,,,
397.5240,397.8240,2,,,
397.7580,398.0580,2,,,
398.0080,398.3080,1,,,
398.2580,398.5580,2,,,
398.5080,398.8080,1,,,
398.7580,399.0580,2,,,
399.0250,399.3250,1,,,
399.2590,399.5590,2,,,
399.5260,399.8260,1,,,
399.7930,400.0930,1,,,
400.0260,400.3260,2,,,
400.2600,400.5600,1,,,
400.5260,400.8260,2,,,
400.7930,401.0930,2,,,
401.0600,401.3600,1,,,
401.2940,401.5940,2,,,
401.5610,401.8610,1,,,
401.8280,402.1280,2,,,
402.0610,402.3610,2,,,
402.3280,402.6280,1,,,
402.5610,402.8610,1,,,
402.8280,403.1280,1,,,
403.0620,403.3620,2,,,
403.3290,403.6290,1,,,
403.5620,403.8620,2,,,
403.8290,404.1290,1,,,
404.0630,404.3630,1,,,
404.3300,404.6300,2,,,
404.5630,404.8630,1,,,
404.8300,405.1300,1,,,
413.1200,413.4200,2,,,
413.4040,413.7040,2,,,
413.6700,413.9700,1,,,
413.9370,414.2370,2,,,
414.1710,414.4710,1,,,
414.4380,414.7380,2,,,
414.6710,414.9710,2,,,
414.9380,415.2380,2,,,
415.2050,415.5050,1,,,
415.4380,415.7380,1,,,
415.7050,416.0050,1,,,
415.9390,416.2390,1,,,
416.2060,416.5060,2,,,
416.4390,416.7390,1,,,
416.7060,417.0060,1,,,
416.9400,417.2400,1,,,
417.2070,417.5070,1,,,
417.4400,417.7400,1,,,
417.7070,418.0070,2,,,
417.9410,418.2410,2,,,
418.2070,418.5070,1,,,
418.4240,418.7240,2,,,
418.7080,419.0080,2,,,
418.9420,419.2420,1,,,
419.2080,419.5080,2,,,
419.4420,419.7420,2,,,
419.7090,420.0090,2,,,
419.9750,420.2750,1,,,
420.2090,420.5090,2,,,
420.4760,420.7760,1,,,
420.7430,421.0430,2,,,
420.9760,421.2760,1,,,
421.2430,421.5430,2,,,
421.4770,421.7770,2,,,
421.7440,422.0440,2,,,
422.0100,422.3100,2,,,
422.2440,422.5440,1,,,
422.5110,422.8110,1,,,
422.7440,423.0440,1,,,
423.0110,423.3110,1,,,
423.2450,423.5450,1,,,
423.5120,423.8120,2,,,
423.7290,424.0290,2,,,
424.0120,424.3120,2,,,
424.2460,424.5460,1,,,
424.5120,424.8120,1,,,
424.7460,425.0460,2,,,
425.0130,425.3130,2,,,
425.2460,425.5460,2,,,
425.5130,425.8130,1,,,
425.7470,426.0470,2,,,
426.0140,426.3140,2,,,
426.2470,426.5470,1,,,
426.5140,426.8140,1,,,
426.7480,427.0480,2,,,
427.0140,427.3140,2,,,
427.2480,427.5480,1,,,
427.5150,427.8150,2,,,
427.7820,428.0820,1,,,
427.9990,428.2990,1,,,
428.2820,428.5820,2,,,
428.4990,428.7990,2,,,
428.7830,429.0830,1,,,
429.0160,429.3160,2,,,
429.2830,429.5830,1,,,
429.5170,429.8170,1,,,
429.7830,430.0830,2,,,
430.0170,430.3170,2,,,
438.3070,438.6070,2,,,
438.5910,438.8910,1,,,
438.8570,439.1570,2,,,
439.0910,439.3910,2,,,
439.3580,439.6580,1,,,
439.5910,439.8910,1,,,
439.8580,440.1580,1,,,
440.0920,440.3920,1,,,
440.3590,440.6590,2,,,
440.5920,440.8920,2,,,
440.8590,441.1590,1,,,
441.0930,441.3930,2,,,
441.3590,441.6590,1,,,
441.5930,441.8930,2,,,
441.8260,442.1260,2,,,
442.0930,442.3930,2,,,
442.3600,442.6600,2,,,
442.5940,442.8940,2,,,
442.8610,443.1610,1,,,
443.0770,443.3770,1,,,
443.3610,443.6610,1,,,
443.6110,443.9110,2,,,
443.8610,444.1610,1,,,
444.1280,444.4280,1,,,
444.3620,444.6620,2,,,
444.6290,444.9290,1,,,
444.8620,445.1620,2,,,
445.1290,445.4290,2,,,
445.3630,445.6630,1,,,
445.6300,445.9300,2,,,
445.8630,446.1630,1,,,
446.1300,446.4300,2,,,
446.3630,446.6630,1,,,
446.5970,446.8970,2,,,
446.8640,447.1640,2,,,
447.1310,447.4310,1,,,
447.3640,447.6640,2,,,
447.6310,447.9310,2,,,
447.8980,448.1980,2,,,
448.1320,448.4320,2,,,
448.3820,448.6820,1,,,
448.6650,448.9650,1,,,
448.8990,449.1990,1,,,
449.1660,449.4660,2,,,
449.4330,449.7330,2,,,
449.6660,449.9660,1,,,
449.9330,450.2330,2,,,
450.1670,450.4670,1,,,
450.4330,450.7330,2,,,
450.6670,450.9670,2,,,
450.9340,451.2340,2,,,
451.1680,451.4680,2,,,
451.4340,451.7340,1,,,
451.7010,452.0010,1,,,
451.9350,452.2350,2,,,
452.2010,452.5010,2,,,
452.4350,452.7350,1,,,
452.7020,453.0020,2,,,
452.9690,453.2690,2,,,
453.1860,453.4860,1,,,
453.4690,453.7690,1,,,
453.6860,453.9860,2,,,
453.9700,454.2700,1,,,
454.2030,454.5030,2,,,
454.4700,454.7700,1,,,
454.7370,455.0370,1,,,
454.9700,455.2700,1,,,
455.2370,455.5370,1,,,
463.5110,463.8110,2,,,
463.8110,464.1110,2,,,
464.0280,464.3280,1,,,
464.3110,464.6110,2,,,
464.5450,464.8450,2,,,
464.8120,465.1120,1,,,
465.0790,465.3790,2,,,
465.3450,465.6450,1,,,
465.5790,465.8790,1,,,
465.8460,466.1460,1,,,
466.1130,466.4130,2,,,
466.3460,466.6460,2,,,
466.6130,466.9130,1,,,
466.8470,467.1470,2,,,
467.1140,467.4140,1,,,
467.3470,467.6470,1,,,
467.6140,467.9140,1,,,
467.8810,468.1810,1,,,
468.1140,468.4140,1,,,
468.3810,468.6810,1,,,
468.6480,468.9480,2,,,
468.8820,469.1820,1,,,
469.1480,469.4480,2,,,
469.3820,469.6820,1,,,
469.6490,469.9490,1,,,
469.8820,470.1820,2,,,
470.1490,470.4490,2,,,
470.4160,470.7160,2,,,
470.6500,470.9500,2,,,
470.9170,471.2170,2,,,
471.1830,471.4830,2,,,
471.4170,471.7170,2,,,
471.6840,471.9840,2,,,
471.9170,472.2170,1,,,
472.1840,472.4840,2,,,
472.4180,472.7180,2,,,
472.6850,472.9850,1,,,
472.9520,473.2520,2,,,
473.1850,473.4850,2,,,
473.4520,473.7520,2,,,
473.6850,473.9850,1,,,
473.9520,474.2520,1,,,
474.2190,474.5190,1,,,
474.4530,474.7530,1,,,
474.7200,475.0200,2,,,
474.9530,475.2530,1,,,
475.2030,475.5030,1,,,
475.4870,475.7870,2,,,
475.7200,476.0200,1,,,
475.9870,476.2870,1,,,
476.2210,476.5210,2,,,
476.4880,476.7880,1,,,
476.7550,477.0550,1,,,
476.9880,477.2880,1,,,
477.2550,477.5550,2,,,
477.5220,477.8220,2,,,
477.7550,478.0550,2,,,
478.0220,478.3220,2,,,
478.2560,478.5560,2,,,
478.5230,478.8230,1,,,
478.7900,479.0900,2,,,
479.0230,479.3230,2,,,
479.2900,479.5900,2,,,
479.5240,479.8240,1,,,
479.7900,480.0900,1,,,
480.0240,480.3240,2,,,
480.2910,480.5910,2,,,
480.5080,480.8080,1,,,
488.8140,489.1140,2,,,
489.1310,489.4310,2,,,
489.3650,489.6650,1,,,
489.6320,489.9320,2,,,
489.8650,490.1650,2,,,
490.1320,490.4320,2,,,
490.3660,490.6660,1,,,
490.6320,490.9320,2,,,
490.8660,491.1660,1,,,
491.1330,491.4330,2,,,
491.3660,491.6660,2,,,
491.6330,491.9330,1,,,
491.8670,492.1670,1,,,
492.1340,492.4340,1,,,
492.4010,492.7010,2,,,
492.6340,492.9340,2,,,
492.9010,493.2010,1,,,
493.1680,493.4680,2,,,
493.4010,493.7010,2,,,
493.6680,493.9680,1,,,
493.9020,494.2020,1,,,
494.1690,494.4690,2,,,
494.4020,494.7020,2,,,
494.6520,494.9520,2,,,
494.9360,495.2360,1,,,
495.1700,495.4700,2,,,
495.4360,495.7360,1,,,
495.6700,495.9700,1,,,
495.9370,496.2370,1,,,
496.2040,496.5040,1,,,
496.4370,496.7370,1,,,
496.7040,497.0040,2,,,
496.9710,497.2710,2,,,
497.2050,497.5050,1,,,
497.4710,497.7710,1,,,
497.7380,498.0380,2,,,
497.9720,498.2720,2,,,
498.2390,498.5390,2,,,
498.4720,498.7720,2,,,
498.7390,499.0390,1,,,
498.9730,499.2730,2,,,
499.2390,499.5390,1,,,
499.5060,499.8060,1,,,
499.7730,500.0730,1,,,
500.0070,500.3070,2,,,
500.2740,500.5740,2,,,
500.4900,500.7900,1,,,
500.7740,501.0740,2,,,
501.0080,501.3080,2,,,
501.2740,501.5740,1,,,
501.5250,501.8250,1,,,
501.7750,502.0750,2,,,
502.0420,502.3420,1,,,
502.2750,502.5750,2,,,
502.5090,502.8090,1,,,
502.7920,503.0920,2,,,
503.0590,503.3590,2,,,
503.3090,503.6090,2,,,
503.5430,503.8430,1,,,
503.8100,504.1100,1,,,
504.0770,504.3770,1,,,
504.3270,504.6270,1,,,
504.5600,504.8600,2,,,
504.8440,505.1440,2,,,
505.0770,505.3770,1,,,
505.3440,505.6440,1,,,
505.5950,505.8950,2,,,
505.8450,506.1450,2,,,
514.1510,514.4510,1,,,
514.4180,514.7180,2,,,
514.6850,514.9850,1,,,
514.9190,515.2190,2,,,
515.1860,515.4860,1,,,
515.4190,515.7190,2,,,
515.6860,515.9860,2,,,
515.9530,516.2530,2,,,
516.1860,516.4860,2,,,
516.4530,516.7530,2,,,
516.6870,516.9870,1,,,
516.9540,517.2540,2,,,
517.1870,517.4870,1,,,
517.4540,517.7540,2,,,
517.6880,517.9880,1,,,
517.9550,518.2550,1,,,
518.2210,518.5210,1,,,
518.4880,518.7880,1,,,
518.7220,519.0220,1,,,
518.9890,519.2890,1,,,
519.2220,519.5220,2,,,
519.4890,519.7890,2,,,
519.7230,520.0230,2,,,
519.9900,520.2900,1,,,
520.2230,520.5230,1,,,
520.4900,520.7900,1,,,
520.7570,521.0570,2,,,
520.9900,521.2900,1,,,
521.2570,521.5570,2,,,
521.5240,521.8240,2,,,
521.7580,522.0580,2,,,
522.0240,522.3240,2,,,
522.2580,522.5580,1,,,
522.5080,522.8080,2,,,
522.7920,523.0920,1,,,
523.0090,523.3090,2,,,
523.2920,523.5920,2,,,
523.5420,523.8420,2,,,
523.8260,524.1260,1,,,
524.0590,524.3590,2,,,
524.3260,524.6260,1,,,
524.5600,524.8600,1,,,
524.8270,525.1270,2,,,
525.0600,525.3600,2,,,
525.3270,525.6270,2,,,
525.5610,525.8610,1,,,
525.8280,526.1280,1,,,
526.0610,526.3610,2,,,
526.3280,526.6280,2,,,
526.5610,526.8610,1,,,
526.7950,527.0950,1,,,
527.0950,527.3950,1,,,
527.3290,527.6290,2,,,
527.5960,527.8960,1,,,
527.8120,528.1120,2,,,
528.0960,528.3960,1,,,
528.3130,528.6130,1,,,
528.5970,528.8970,2,,,
528.8630,529.1630,2,,,
529.0970,529.3970,2,,,
529.3640,529.6640,1,,,
529.5970,529.8970,1,,,
529.8640,530.1640,2,,,
530.0980,530.3980,1,,,
530.3650,530.6650,2,,,
530.5980,530.8980,2,,,
530.8650,531.1650,1,,,
531.0980,531.3980,2,,,
540.8420,541.1420,1,,,
541.1420,541.4420,2,,,
541.3750,541.6750,1,,,
541.6420,541.9420,2,,,
541.8760,542.1760,2,,,
542.1430,542.4430,2,,,
542.4100,542.7100,2,,,
542.6430,542.9430,2,,,
542.9100,543.2100,1,,,
543.1770,543.4770,1,,,
543.4100,543.7100,1,,,
543.6770,543.9770,2,,,
543.9110,544.2110,1,,,
544.1780,544.4780,2,,,
544.4110,544.7110,1,,,
544.6780,544.9780,1,,,
544.9450,545.2450,2,,,
545.1780,545.4780,2,,,
545.4450,545.7450,2,,,
545.6790,545.9790,2,,,
545.9460,546.2460,1,,,
546.2130,546.5130,1,,,
546.4460,546.7460,1,,,
546.7130,547.0130,2,,,
546.9800,547.2800,2,,,
547.2140,547.5140,1,,,
547.4800,547.7800,1,,,
547.7470,548.0470,2,,,
547.9810,548.2810,2,,,
548.2480,548.5480,1,,,
548.4810,548.7810,1,,,
548.7480,549.0480,1,,,
548.9820,549.2820,2,,,
549.2480,549.5480,2,,,
549.4820,549.7820,1,,,
549.7490,550.0490,2,,,
549.9820,550.2820,1,,,
550.2490,550.5490,2,,,
550.4830,550.7830,1,,,
550.7500,551.0500,2,,,
550.9830,551.2830,1,,,
551.2170,551.5170,1,,,
551.4840,551.7840,2,,,
551.7170,552.0170,2,,,
551.9840,552.2840,1,,,
552.2510,552.5510,1,,,
552.4840,552.7840,1,,,
552.7510,553.0510,1,,,
553.0180,553.3180,2,,,
553.2520,553.5520,2,,,
553.5190,553.8190,2,,,
553.7520,554.0520,2,,,
554.0190,554.3190,2,,,
554.2520,554.5520,2,,,
554.5190,554.8190,1,,,
554.7530,555.0530,1,,,
555.0200,555.3200,2,,,
555.2530,555.5530,1,,,
555.5200,555.8200,1,,,
555.7870,556.0870,2,,,
556.0210,556.3210,1,,,
556.2870,556.5870,1,,,
556.5210,556.8210,1,,,
556.7880,557.0880,2,,,
557.0550,557.3550,2,,,
557.2880,557.5880,2,,,
557.5550,557.8550,2,,,
557.7890,558.0890,2,,,
566.0950,566.3950,2,,,
566.3620,566.6620,2,,,
566.6290,566.9290,2,,,
566.8630,567.1630,1,,,
567.1300,567.4300,1,,,
567.3630,567.6630,1,,,
567.6300,567.9300,1,,,
567.8630,568.1630,1,,,
568.1300,568.4300,2,,,
568.3640,568.6640,2,,,
568.6310,568.9310,2,,,
568.8980,569.1980,2,,,
569.1310,569.4310,1,,,
569.3980,569.6980,1,,,
569.6320,569.9320,1,,,
569.8980,570.1980,1,,,
570.1320,570.4320,1,,,
570.3650,570.6650,1,,,
570.6320,570.9320,2,,,
570.8990,571.1990,2,,,
571.1330,571.4330,2,,,
571.4000,571.7000,2,,,
571.6670,571.9670,2,,,
571.9000,572.2000,2,,,
572.1670,572.4670,1,,,
572.4000,572.7000,1,,,
572.6670,572.9670,2,,,
572.9340,573.2340,2,,,
573.1680,573.4680,1,,,
573.4350,573.7350,1,,,
573.6680,573.9680,2,,,
573.9350,574.2350,1,,,
574.1690,574.4690,2,,,
574.4350,574.7350,2,,,
574.7020,575.0020,2,,,
574.9360,575.2360,1,,,
575.2030,575.5030,2,,,
575.4360,575.7360,1,,,
575.7030,576.0030,1,,,
575.9370,576.2370,1,,,
576.2040,576.5040,2,,,
576.4700,576.7700,1,,,
576.7040,577.0040,2,,,
576.9710,577.2710,2,,,
577.2040,577.5040,1,,,
577.4710,577.7710,1,,,
577.7380,578.0380,1,,,
577.9720,578.2720,2,,,
578.2380,578.5380,2,,,
578.4720,578.7720,2,,,
578.7390,579.0390,2,,,
579.0060,579.3060,2,,,
579.2390,579.5390,2,,,
579.5060,579.8060,2,,,
579.7400,580.0400,1,,,
580.0070,580.3070,1,,,
580.2400,580.5400,2,,,
580.5070,580.8070,1,,,
580.7740,581.0740,1,,,
581.0070,581.3070,2,,,
581.2740,581.5740,2,,,
581.5410,581.8410,2,,,
581.7750,582.0750,1,,,
582.0420,582.3420,1,,,
582.3080,582.6080,1,,,
582.5420,582.8420,1,,,
582.8090,583.1090,2,,,
583.0420,583.3420,2,,,
591.3490,591.6490,2,,,
591.6160,591.9160,2,,,
591.8830,592.1830,1,,,
592.1160,592.4160,2,,,
592.3830,592.6830,1,,,
592.6500,592.9500,1,,,
592.8840,593.1840,2,,,
593.1510,593.4510,2,,,
593.3840,593.6840,2,,,
593.6510,593.9510,2,,,
593.8840,594.1840,1,,,
594.1510,594.4510,1,,,
594.4180,594.7180,2,,,
594.6520,594.9520,1,,,
594.9190,595.2190,1,,,
595.1520,595.4520,2,,,
595.4190,595.7190,2,,,
595.6530,595.9530,2,,,
595.9200,596.2200,1,,,
596.1530,596.4530,1,,,
596.4200,596.7200,2,,,
596.6540,596.9540,1,,,
596.9200,597.2200,1,,,
597.1870,597.4870,2,,,
597.4540,597.7540,1,,,
597.6880,597.9880,2,,,
597.9540,598.2540,1,,,
598.2210,598.5210,1,,,
598.4550,598.7550,2,,,
598.7220,599.0220,2,,,
598.9550,599.2550,2,,,
599.2220,599.5220,1,,,
599.4560,599.7560,2,,,
599.7220,600.0220,1,,,
599.9890,600.2890,2,,,
600.2230,600.5230,2,,,
600.4900,600.7900,2,,,
600.7230,601.0230,2,,,
600.9900,601.2900,1,,,
601.2240,601.5240,1,,,
601.4910,601.7910,1,,,
601.7240,602.0240,1,,,
601.9910,602.2910,1,,,
602.2250,602.5250,2,,,
602.4910,602.7910,2,,,
602.7580,603.0580,2,,,
602.9920,603.2920,1,,,
603.2590,603.5590,1,,,
603.4920,603.7920,2,,,
603.7590,604.0590,2,,,
603.9930,604.2930,2,,,
604.2590,604.5590,2,,,
604.5260,604.8260,1,,,
604.7600,605.0600,2,,,
605.0270,605.3270,1,,,
605.2940,605.5940,1,,,
605.5610,605.8610,1,,,
605.7940,606.0940,1,,,
606.0610,606.3610,2,,,
606.3280,606.6280,2,,,
606.5610,606.8610,2,,,
606.8280,607.1280,2,,,
607.0620,607.3620,1,,,
607.3290,607.6290,1,,,
607.5620,607.8620,2,,,
607.8290,608.1290,2,,,
608.0960,608.3960,1,,,
608.3290,608.6290,1,,,
616.6360,616.9360,2,,,
616.9030,617.2030,2,,,
617.1700,617.4700,1,,,
617.4030,617.7030,2,,,
617.6700,617.9700,2,,,
617.9040,618.2040,1,,,
618.1710,618.4710,2,,,
618.4380,618.7380,1,,,
618.6710,618.9710,2,,,
618.9380,619.2380,2,,,
619.1720,619.4720,1,,,
619.4380,619.7380,1,,,
619.6720,619.9720,1,,,
619.9390,620.2390,2,,,
620.1720,620.4720,2,,,
620.4390,620.7390,2,,,
620.6730,620.9730,1,,,
620.9400,621.2400,2,,,
621.1730,621.4730,1,,,
621.4400,621.7400,2,,,
621.7070,622.0070,1,,,
621.9400,622.2400,1,,,
622.2070,622.5070,2,,,
622.4410,622.7410,2,,,
622.7080,623.0080,1,,,
622.9410,623.2410,1,,,
623.2080,623.5080,2,,,
623.4420,623.7420,1,,,
623.7090,624.0090,1,,,
623.9420,624.2420,2,,,
624.2090,624.5090,2,,,
624.4760,624.7760,1,,,
624.7090,625.0090,1,,,
624.9760,625.2760,2,,,
625.2100,625.5100,1,,,
625.4770,625.7770,1,,,
625.7430,626.0430,2,,,
625.9770,626.2770,2,,,
626.2440,626.5440,2,,,
626.4770,626.7770,1,,,
626.7440,627.0440,1,,,
626.9780,627.2780,2,,,
627.2450,627.5450,1,,,
627.4780,627.7780,2,,,
627.7450,628.0450,1,,,
627.9790,628.2790,2,,,
628.2460,628.5460,1,,,
628.5120,628.8120,2,,,
628.7460,629.0460,2,,,
629.0130,629.3130,2,,,
629.2470,629.5470,2,,,
629.5130,629.8130,1,,,
629.7470,630.0470,1,,,
630.0140,630.3140,1,,,
630.2470,630.5470,2,,,
630.5140,630.8140,2,,,
630.7480,631.0480,2,,,
631.0140,631.3140,2,,,
631.2810,631.5810,2,,,
631.5150,631.8150,1,,,
631.7820,632.0820,2,,,
632.0150,632.3150,1,,,
632.2820,632.5820,1,,,
632.5160,632.8160,2,,,
632.7820,633.0820,1,,,
633.0490,633.3490,2,,,
633.2830,633.5830,1,,,
633.5500,633.8500,1,,,
641.8230,642.1230,2,,,
642.1240,642.4240,1,,,
642.3570,642.6570,1,,,
642.6240,642.9240,1,,,
642.8570,643.1570,2,,,
643.1240,643.4240,2,,,
643.3580,643.6580,1,,,
643.6250,643.9250,1,,,
643.8580,644.1580,1,,,
644.1250,644.4250,1,,,
644.3590,644.6590,1,,,
644.6260,644.9260,2,,,
644.8920,645.1920,1,,,
645.1260,645.4260,2,,,
645.3930,645.6930,1,,,
645.6260,645.9260,2,,,
645.8930,646.1930,2,,,
646.1270,646.4270,2,,,
646.3930,646.6930,2,,,
646.6600,646.9600,1,,,
646.9270,647.2270,2,,,
647.1610,647.4610,2,,,
647.4280,647.7280,1,,,
647.6950,647.9950,2,,,
647.9280,648.2280,1,,,
648.1950,648.4950,2,,,
648.4620,648.7620,1,,,
648.6950,648.9950,2,,,
648.9620,649.2620,1,,,
649.1960,649.4960,2,,,
649.4630,649.7630,2,,,
649.7300,650.0300,2,,,
649.9630,650.2630,2,,,
650.2300,650.5300,1,,,
650.4970,650.7970,2,,,
650.7300,651.0300,1,,,
650.9970,651.2970,2,,,
651.2310,651.5310,2,,,
651.4980,651.7980,2,,,
651.7310,652.0310,1,,,
651.9980,652.2980,2,,,
652.2320,652.5320,2,,,
652.4980,652.7980,2,,,
652.7320,653.0320,1,,,
652.9990,653.2990,1,,,
653.2320,653.5320,1,,,
653.4990,653.7990,2,,,
653.7660,654.0660,1,,,
654.0000,654.3000,2,,,
654.2660,654.5660,2,,,
654.5000,654.8000,1,,,
654.7670,655.0670,1,,,
655.0340,655.3340,2,,,
655.2670,655.5670,1,,,
655.5340,655.8340,2,,,
655.7680,656.0680,2,,,
656.0350,656.3350,2,,,
656.2680,656.5680,2,,,
656.5350,656.8350,1,,,
656.7690,657.0690,1,,,
657.0350,657.3350,1,,,
657.3020,657.6020,2,,,
657.5360,657.8360,1,,,
657.8030,658.1030,2,,,
658.0360,658.3360,2,,,
658.3030,658.6030,1,,,
658.5700,658.8700,1,,,
658.8030,659.1030,1,,,
667.1440,667.4440,1,,,
667.4100,667.7100,1,,,
667.6440,667.9440,2,,,
667.9110,668.2110,2,,,
668.1440,668.4440,1,,,
668.4110,668.7110,2,,,
668.6450,668.9450,1,,,
668.9120,669.2120,2,,,
669.1450,669.4450,1,,,
669.4120,669.7120,1,,,
669.6790,669.9790,1,,,
669.9120,670.2120,2,,,
670.1790,670.4790,1,,,
670.4130,670.7130,2,,,
670.6800,670.9800,2,,,
670.9470,671.2470,2,,,
671.1800,671.4800,1,,,
671.4470,671.7470,1,,,
671.7140,672.0140,2,,,
671.9470,672.2470,2,,,
672.2140,672.5140,2,,,
672.4480,672.7480,2,,,
672.7150,673.0150,2,,,
672.9480,673.2480,1,,,
673.2150,673.5150,1,,,
673.4490,673.7490,2,,,
673.7160,674.0160,1,,,
673.9490,674.2490,1,,,
674.2160,674.5160,2,,,
674.4500,674.7500,2,,,
674.7160,675.0160,2,,,
674.9500,675.2500,1,,,
675.2170,675.5170,2,,,
675.4840,675.7840,1,,,
675.7510,676.0510,2,,,
675.9840,676.2840,2,,,
676.2510,676.5510,2,,,
676.4850,676.7850,2,,,
676.7510,677.0510,2,,,
677.0180,677.3180,2,,,
677.2520,677.5520,1,,,
677.5190,677.8190,1,,,
677.7520,678.0520,2,,,
678.0190,678.3190,2,,,
678.2860,678.5860,2,,,
678.5190,678.8190,1,,,
678.7860,679.0860,1,,,
679.0200,679.3200,2,,,
679.2870,679.5870,1,,,
679.5200,679.8200,1,,,
679.7870,680.0870,1,,,
680.0210,680.3210,2,,,
680.2870,680.5870,2,,,
680.5540,680.8540,1,,,
680.7880,681.0880,2,,,
681.0550,681.3550,1,,,
681.2880,681.5880,2,,,
681.5550,681.8550,2,,,
681.7890,682.0890,1,,,
682.0560,682.3560,2,,,
682.3220,682.6220,1,,,
682.5890,682.8890,2,,,
682.8230,683.1230,2,,,
683.0900,683.3900,1,,,
683.3230,683.6230,1,,,
683.5900,683.8900,1,,,
683.8570,684.1570,1,,,
684.0910,684.3910,1,,,
692.3970,692.6970,2,,,
692.6640,692.9640,1,,,
692.9310,693.2310,1,,,
693.1650,693.4650,1,,,
693.4310,693.7310,2,,,
693.6980,693.9980,1,,,
693.9320,694.2320,2,,,
694.1990,694.4990,2,,,
694.4320,694.7320,1,,,
694.6990,694.9990,1,,,
694.9660,695.2660,1,,,
695.2000,695.5000,1,,,
695.4660,695.7660,2,,,
695.7330,696.0330,2,,,
695.9670,696.2670,2,,,
696.2340,696.5340,1,,,
696.4670,696.7670,2,,,
696.7340,697.0340,2,,,
697.0010,697.3010,2,,,
697.2340,697.5340,2,,,
