Time:1,End Time,f001,Event Id,Event Date,Event Duration
697.5010,697.8010,1,,,
697.7350,698.0350,2,,,
698.0020,698.3020,2,,,
698.2350,698.5350,2,,,
698.5020,698.8020,1,,,
698.7360,699.0360,1,,,
699.0030,699.3030,1,,,
699.2690,699.5690,1,,,
699.5030,699.8030,1,,,
699.7700,700.0700,2,,,
700.0370,700.3370,2,,,
700.2700,700.5700,2,,,
700.5370,700.8370,1,,,
700.7710,701.0710,2,,,
701.0380,701.3380,1,,,
701.2710,701.5710,1,,,
701.5380,701.8380,2,,,
701.8050,702.1050,2,,,
702.0380,702.3380,1,,,
702.3050,702.6050,2,,,
702.5390,702.8390,1,,,
702.8060,703.1060,2,,,
703.0390,703.3390,2,,,
703.3060,703.6060,1,,,
703.5730,703.8730,2,,,
703.8060,704.1060,1,,,
704.0730,704.3730,1,,,
704.3070,704.6070,2,,,
704.5740,704.8740,2,,,
704.8070,705.1070,1,,,
705.0740,705.3740,2,,,
705.3080,705.6080,2,,,
705.5750,705.8750,2,,,
705.8420,706.1420,2,,,
706.1090,706.4090,1,,,
706.3420,706.6420,1,,,
706.6090,706.9090,1,,,
706.8420,707.1420,1,,,
707.1090,707.4090,2,,,
707.3760,707.6760,1,,,
707.6100,707.9100,1,,,
707.8770,708.1770,2,,,
708.1430,708.4430,1,,,
708.3770,708.6770,1,,,
708.6440,708.9440,2,,,
708.8770,709.1770,2,,,
709.1440,709.4440,2,,,
709.4110,709.7110,2,,,
719.3850,719.6850,1,,,
719.6850,719.9850,1,,,
719.9190,720.2190,1,,,
720.1860,720.4860,2,,,
720.4190,720.7190,1,,,
720.6860,720.9860,2,,,
720.9200,721.2200,2,,,
721.1870,721.4870,2,,,
721.4200,721.7200,1,,,
721.6870,721.9870,2,,,
721.9540,722.2540,2,,,
722.2210,722.5210,1,,,
722.4540,722.7540,2,,,
722.7210,723.0210,2,,,
722.9880,723.2880,1,,,
723.2210,723.5210,1,,,
723.4880,723.7880,2,,,
723.7220,724.0220,2,,,
723.9890,724.2890,1,,,
724.2220,724.5220,2,,,
724.4890,724.7890,2,,,
724.7560,725.0560,1,,,
724.9890,725.2890,2,,,
725.2560,725.5560,1,,,
725.5230,725.8230,1,,,
725.7570,726.0570,1,,,
726.0240,726.3240,2,,,
726.2570,726.5570,2,,,
726.5240,726.8240,2,,,
726.7910,727.0910,1,,,
727.0240,727.3240,2,,,
727.2910,727.5910,1,,,
727.5250,727.8250,1,,,
727.7920,728.0920,2,,,
728.0590,728.3590,2,,,
728.2920,728.5920,1,,,
728.5590,728.8590,1,,,
728.8260,729.1260,1,,,
729.0930,729.3930,1,,,
729.3260,729.6260,2,,,
729.5930,729.8930,1,,,
729.8600,730.1600,2,,,
730.0940,730.3940,2,,,
730.3600,730.6600,1,,,
730.6270,730.9270,2,,,
730.8610,731.1610,2,,,
731.1280,731.4280,1,,,
731.3610,731.6610,1,,,
731.6280,731.9280,2,,,
731.8620,732.1620,2,,,
732.1280,732.4280,2,,,
732.3950,732.6950,1,,,
732.6620,732.9620,2,,,
732.8960,733.1960,2,,,
733.1630,733.4630,1,,,
733.3960,733.6960,2,,,
733.6630,733.9630,1,,,
733.8970,734.1970,2,,,
734.1630,734.4630,1,,,
734.3970,734.6970,2,,,
734.6640,734.9640,2,,,
734.8980,735.1980,2,,,
735.1640,735.4640,2,,,
735.3980,735.6980,1,,,
735.6650,735.9650,1,,,
735.9320,736.2320,1,,,
736.1990,736.4990,1,,,
736.4650,736.7650,2,,,
744.7720,745.0720,2,,,
745.0390,745.3390,2,,,
745.3060,745.6060,1,,,
745.5390,745.8390,1,,,
745.8060,746.1060,1,,,
746.0400,746.3400,1,,,
746.3070,746.6070,1,,,
746.5400,746.8400,2,,,
746.8070,747.1070,1,,,
747.0400,747.3400,1,,,
747.3070,747.6070,2,,,
747.5740,747.8740,1,,,
747.8080,748.1080,2,,,
748.0750,748.3750,2,,,
748.3080,748.6080,1,,,
748.5750,748.8750,2,,,
748.8090,749.1090,2,,,
749.0750,749.3750,2,,,
749.3090,749.6090,1,,,
749.5760,749.8760,1,,,
749.8430,750.1430,1,,,
750.0760,750.3760,2,,,
750.3430,750.6430,1,,,
750.5770,750.8770,2,,,
750.8440,751.1440,1,,,
751.1110,751.4110,1,,,
751.3770,751.6770,2,,,
751.6110,751.9110,2,,,
751.8780,752.1780,2,,,
752.1450,752.4450,1,,,
752.3780,752.6780,2,,,
752.6450,752.9450,2,,,
752.8780,753.1780,2,,,
753.1460,753.4460,2,,,
753.4120,753.7120,2,,,
753.6460,753.9460,2,,,
753.9130,754.2130,1,,,
754.1800,754.4800,2,,,
754.4130,754.7130,2,,,
754.6800,754.9800,2,,,
754.9130,755.2130,1,,,
755.1800,755.4800,2,,,
755.4140,755.7140,1,,,
755.6810,755.9810,1,,,
755.9140,756.2140,1,,,
756.1810,756.4810,2,,,
756.4480,756.7480,2,,,
756.6820,756.9820,1,,,
756.9480,757.2480,1,,,
757.1820,757.4820,2,,,
757.4490,757.7490,2,,,
757.6820,757.9820,2,,,
757.9490,758.2490,2,,,
758.2160,758.5160,2,,,
758.4500,758.7500,2,,,
758.7170,759.0170,1,,,
758.9830,759.2830,1,,,
759.2170,759.5170,1,,,
759.4840,759.7840,2,,,
759.7170,760.0170,1,,,
759.9840,760.2840,2,,,
760.2180,760.5180,1,,,
760.4850,760.7850,1,,,
760.7510,761.0510,2,,,
761.0180,761.3180,2,,,
761.2520,761.5520,1,,,
761.5190,761.8190,1,,,
761.7520,762.0520,1,,,
770.0590,770.3590,2,,,
770.3260,770.6260,1,,,
770.5930,770.8930,2,,,
770.8260,771.1260,1,,,
771.0930,771.3930,2,,,
771.3600,771.6600,1,,,
771.6270,771.9270,2,,,
771.8600,772.1600,1,,,
772.1270,772.4270,2,,,
772.3940,772.6940,2,,,
772.6280,772.9280,2,,,
772.8950,773.1950,1,,,
773.1610,773.4610,2,,,
773.3950,773.6950,2,,,
773.6620,773.9620,2,,,
773.9290,774.2290,2,,,
774.1620,774.4620,2,,,
774.4290,774.7290,1,,,
774.6630,774.9630,2,,,
774.9300,775.2300,2,,,
775.1960,775.4960,1,,,
775.4630,775.7630,1,,,
775.6970,775.9970,1,,,
775.9640,776.2640,1,,,
776.1970,776.4970,1,,,
776.4640,776.7640,2,,,
776.6980,776.9980,1,,,
776.9650,777.2650,2,,,
777.2310,777.5310,1,,,
777.4980,777.7980,2,,,
777.7320,778.0320,1,,,
777.9990,778.2990,1,,,
778.2320,778.5320,1,,,
778.4990,778.7990,2,,,
778.7330,779.0330,2,,,
779.0000,779.3000,2,,,
779.2660,779.5660,1,,,
779.5000,779.8000,1,,,
779.7670,780.0670,1,,,
780.0000,780.3000,2,,,
780.2670,780.5670,1,,,
780.5010,780.8010,1,,,
780.7680,781.0680,2,,,
781.0340,781.3340,2,,,
781.2680,781.5680,1,,,
781.5350,781.8350,1,,,
781.8020,782.1020,1,,,
782.0350,782.3350,1,,,
782.3020,782.6020,2,,,
782.5690,782.8690,2,,,
782.8030,783.1030,2,,,
783.0700,783.3700,2,,,
783.3030,783.6030,1,,,
783.5700,783.8700,2,,,
783.8370,784.1370,1,,,
784.1040,784.4040,2,,,
784.3370,784.6370,2,,,
784.6040,784.9040,2,,,
784.8710,785.1710,1,,,
785.1040,785.4040,1,,,
785.3710,785.6710,2,,,
785.6380,785.9380,2,,,
785.8720,786.1720,1,,,
786.1390,786.4390,2,,,
786.3720,786.6720,1,,,
786.6390,786.9390,2,,,
786.9060,787.2060,1,,,
787.1730,787.4730,2,,,
795.4460,795.7460,1,,,
795.7460,796.0460,2,,,
795.9800,796.2800,1,,,
796.2470,796.5470,1,,,
796.5140,796.8140,2,,,
796.7470,797.0470,1,,,
797.0140,797.3140,2,,,
797.2810,797.5810,2,,,
797.5140,797.8140,2,,,
797.7810,798.0810,2,,,
798.0150,798.3150,2,,,
798.2820,798.5820,1,,,
798.5490,798.8490,2,,,
798.7820,799.0820,2,,,
799.0490,799.3490,2,,,
799.2830,799.5830,1,,,
799.5500,799.8500,1,,,
799.8160,800.1160,1,,,
800.0500,800.3500,2,,,
800.3170,800.6170,2,,,
800.5840,800.8840,2,,,
800.8170,801.1170,1,,,
801.0840,801.3840,1,,,
801.3510,801.6510,2,,,
801.5840,801.8840,2,,,
801.8510,802.1510,1,,,
802.1180,802.4180,1,,,
802.3850,802.6850,1,,,
802.6190,802.9190,2,,,
802.8850,803.1850,2,,,
803.1190,803.4190,1,,,
803.3860,803.6860,1,,,
803.6530,803.9530,2,,,
803.8860,804.1860,1,,,
804.1530,804.4530,2,,,
804.3870,804.6870,2,,,
804.6530,804.9530,2,,,
804.9200,805.2200,2,,,
805.1540,805.4540,2,,,
805.4210,805.7210,1,,,
805.6540,805.9540,1,,,
805.9210,806.2210,2,,,
806.1880,806.4880,1,,,
806.4220,806.7220,2,,,
806.6880,806.9880,1,,,
806.9220,807.2220,1,,,
807.1890,807.4890,1,,,
807.4220,807.7220,2,,,
807.6890,807.9890,2,,,
807.9230,808.2230,1,,,
808.1900,808.4900,1,,,
808.4570,808.7570,1,,,
808.6900,808.9900,1,,,
808.9570,809.2570,2,,,
809.1900,809.4900,2,,,
809.4570,809.7570,2,,,
809.7240,810.0240,2,,,
809.9580,810.2580,2,,,
810.2250,810.5250,2,,,
810.4920,810.7920,1,,,
810.7250,811.0250,2,,,
810.9920,811.2920,1,,,
811.2250,811.5250,1,,,
811.4920,811.7920,2,,,
811.7260,812.0260,1,,,
811.9930,812.2930,1,,,
812.2600,812.5600,1,,,
812.5270,812.8270,2,,,
820.8330,821.1330,1,,,
821.1000,821.4000,1,,,
821.3670,821.6670,2,,,
821.6000,821.9000,2,,,
821.8670,822.1670,2,,,
822.1010,822.4010,1,,,
822.3680,822.6680,1,,,
822.6010,822.9010,2,,,
822.8680,823.1680,2,,,
823.1350,823.4350,2,,,
823.3690,823.6690,1,,,
823.6350,823.9350,1,,,
823.9020,824.2020,2,,,
824.1360,824.4360,1,,,
824.4030,824.7030,1,,,
824.6360,824.9360,2,,,
824.9030,825.2030,1,,,
825.1370,825.4370,2,,,
825.4040,825.7040,1,,,
825.6700,825.9700,2,,,
825.9040,826.2040,2,,,
826.1710,826.4710,1,,,
826.4040,826.7040,1,,,
826.6710,826.9710,1,,,
826.9380,827.2380,1,,,
827.1720,827.4720,2,,,
827.4390,827.7390,1,,,
827.7050,828.0050,2,,,
827.9720,828.2720,1,,,
828.2060,828.5060,2,,,
828.4730,828.7730,2,,,
828.7400,829.0400,2,,,
828.9730,829.2730,2,,,
829.2400,829.5400,2,,,
829.5070,829.8070,1,,,
829.7400,830.0400,1,,,
830.0070,830.3070,1,,,
830.2410,830.5410,2,,,
830.5080,830.8080,1,,,
830.7750,831.0750,1,,,
831.0080,831.3080,2,,,
831.2750,831.5750,2,,,
831.5420,831.8420,1,,,
831.7760,832.0760,1,,,
832.0420,832.3420,2,,,
832.2760,832.5760,1,,,
832.5430,832.8430,1,,,
832.7760,833.0760,2,,,
833.0430,833.3430,2,,,
833.3100,833.6100,2,,,
833.5430,833.8430,1,,,
833.8100,834.1100,2,,,
834.0440,834.3440,1,,,
834.3110,834.6110,1,,,
834.5440,834.8440,2,,,
834.8110,835.1110,1,,,
835.0780,835.3780,2,,,
835.3120,835.6120,2,,,
835.5780,835.8780,2,,,
835.8120,836.1120,2,,,
836.0790,836.3790,1,,,
836.3460,836.6460,1,,,
836.5790,836.8790,2,,,
836.8460,837.1460,2,,,
837.1130,837.4130,1,,,
837.3470,837.6470,2,,,
837.6130,837.9130,2,,,
837.8470,838.1470,2,,,
846.1200,846.4200,2,,,
846.4210,846.7210,1,,,
846.6710,846.9710,2,,,
846.9210,847.2210,1,,,
847.1880,847.4880,2,,,
847.4210,847.7210,1,,,
847.6880,847.9880,1,,,
847.9220,848.2220,2,,,
848.2050,848.5050,2,,,
848.4560,848.7560,1,,,
848.6890,848.9890,1,,,
848.9560,849.2560,1,,,
849.1890,849.4890,1,,,
849.4560,849.7560,2,,,
849.6900,849.9900,2,,,
849.9570,850.2570,2,,,
850.1900,850.4900,1,,,
850.4400,850.7400,2,,,
850.6910,850.9910,1,,,
850.9570,851.2570,2,,,
851.2410,851.5410,1,,,
851.4580,851.7580,1,,,
851.7250,852.0250,2,,,
851.9580,852.2580,2,,,
852.2250,852.5250,2,,,
852.4590,852.7590,2,,,
852.7260,853.0260,2,,,
852.9920,853.2920,2,,,
853.2260,853.5260,1,,,
853.4930,853.7930,1,,,
853.7260,854.0260,2,,,
854.0270,854.3270,1,,,
854.2600,854.5600,1,,,
854.5270,854.8270,2,,,
854.7610,855.0610,2,,,
855.0270,855.3270,1,,,
855.2610,855.5610,2,,,
855.5440,855.8440,2,,,
855.7780,856.0780,2,,,
856.0120,856.3120,1,,,
856.2950,856.5950,1,,,
856.5290,856.8290,1,,,
856.7960,857.0960,1,,,
857.0620,857.3620,1,,,
857.3290,857.6290,2,,,
857.5630,857.8630,2,,,
857.8300,858.1300,2,,,
858.0630,858.3630,1,,,
858.3300,858.6300,2,,,
858.5970,858.8970,2,,,
858.8300,859.1300,1,,,
859.0970,859.3970,2,,,
859.3310,859.6310,1,,,
859.5980,859.8980,1,,,
859.8310,860.1310,2,,,
860.0980,860.3980,2,,,
860.3650,860.6650,1,,,
860.6320,860.9320,2,,,
860.8650,861.1650,1,,,
861.1160,861.4160,1,,,
861.3830,861.6830,2,,,
861.6330,861.9330,1,,,
861.8660,862.1660,1,,,
862.1330,862.4330,2,,,
862.4000,862.7000,2,,,
862.6340,862.9340,2,,,
862.9010,863.2010,2,,,
863.1680,863.4680,1,,,
871.4410,871.7410,2,,,
871.7410,872.0410,2,,,
872.0080,872.3080,1,,,
872.2250,872.5250,1,,,
872.4910,872.7910,2,,,
872.7420,873.0420,2,,,
872.9750,873.2750,2,,,
873.2420,873.5420,2,,,
873.4760,873.7760,1,,,
873.7430,874.0430,2,,,
873.9760,874.2760,1,,,
874.2600,874.5600,2,,,
874.4760,874.7760,1,,,
874.7430,875.0430,2,,,
875.0100,875.3100,2,,,
875.2440,875.5440,1,,,
875.5110,875.8110,2,,,
875.7440,876.0440,2,,,
876.0110,876.3110,2,,,
876.2780,876.5780,1,,,
876.5280,876.8280,2,,,
876.7780,877.0780,2,,,
877.0280,877.3280,1,,,
877.2790,877.5790,1,,,
877.5460,877.8460,1,,,
877.7960,878.0960,2,,,
878.0630,878.3630,2,,,
878.2790,878.5790,1,,,
878.5470,878.8470,1,,,
878.8130,879.1130,1,,,
879.0470,879.3470,2,,,
879.3140,879.6140,1,,,
879.5810,879.8810,1,,,
879.8140,880.1140,1,,,
880.0810,880.3810,1,,,
880.3480,880.6480,1,,,
880.5820,880.8820,1,,,
880.8480,881.1480,2,,,
881.0820,881.3820,1,,,
881.3490,881.6490,2,,,
881.5820,881.8820,2,,,
881.8660,882.1660,2,,,
882.1160,882.4160,1,,,
882.3490,882.6490,2,,,
882.6160,882.9160,2,,,
882.8670,883.1670,1,,,
883.1500,883.4500,1,,,
883.3840,883.6840,1,,,
883.6500,883.9500,1,,,
883.8840,884.1840,2,,,
884.1510,884.4510,2,,,
884.3840,884.6840,2,,,
884.6510,884.9510,2,,,
884.8850,885.1850,1,,,
885.1520,885.4520,2,,,
885.4190,885.7190,2,,,
885.6520,885.9520,1,,,
885.9190,886.2190,1,,,
886.1860,886.4860,1,,,
886.4360,886.7360,2,,,
886.6860,886.9860,1,,,
886.9200,887.2200,1,,,
887.1870,887.4870,2,,,
887.4540,887.7540,1,,,
887.6870,887.9870,2,,,
887.9710,888.2710,2,,,
888.1870,888.4870,2,,,
888.4540,888.7540,2,,,
898.7310,899.0310,2,,,
899.0310,899.3310,1,,,
899.2640,899.5640,1,,,
899.5310,899.8310,1,,,
899.7650,900.0650,2,,,
900.0320,900.3320,2,,,
900.2650,900.5650,1,,,
900.5320,900.8320,1,,,
900.7650,901.0650,2,,,
901.0320,901.3320,2,,,
901.2660,901.5660,2,,,
901.5330,901.8330,1,,,
901.8000,902.1000,1,,,
902.0330,902.3330,2,,,
902.3000,902.6000,2,,,
902.5670,902.8670,2,,,
902.8000,903.1000,1,,,
903.0670,903.3670,2,,,
903.3010,903.6010,2,,,
903.5680,903.8680,2,,,
903.8010,904.1010,1,,,
904.0680,904.3680,2,,,
904.3350,904.6350,2,,,
904.5690,904.8690,2,,,
904.8350,905.1350,1,,,
905.1020,905.4020,1,,,
905.3360,905.6360,1,,,
905.6030,905.9030,2,,,
905.8360,906.1360,1,,,
906.1030,906.4030,1,,,
906.3370,906.6370,1,,,
906.6040,906.9040,2,,,
906.8370,907.1370,1,,,
907.1040,907.4040,2,,,
907.3370,907.6370,1,,,
907.6040,907.9040,2,,,
907.8710,908.1710,1,,,
908.1380,908.4380,1,,,
908.4050,908.7050,2,,,
908.6380,908.9380,2,,,
908.9050,909.2050,2,,,
909.1390,909.4390,2,,,
909.4060,909.7060,2,,,
909.6730,909.9730,1,,,
909.9400,910.2400,1,,,
910.1730,910.4730,1,,,
910.4400,910.7400,2,,,
910.6730,910.9730,1,,,
910.9410,911.2410,1,,,
911.1740,911.4740,2,,,
911.4410,911.7410,1,,,
911.6740,911.9740,1,,,
911.9410,912.2410,1,,,
912.1750,912.4750,1,,,
912.4420,912.7420,1,,,
912.6750,912.9750,2,,,
912.9420,913.2420,1,,,
913.1750,913.4750,2,,,
913.4420,913.7420,2,,,
913.7090,914.0090,2,,,
913.9430,914.2430,1,,,
914.2100,914.5100,2,,,
914.4430,914.7430,2,,,
914.7100,915.0100,2,,,
914.9770,915.2770,1,,,
915.2100,915.5100,2,,,
915.4770,915.7770,2,,,
915.7440,916.0440,2,,,
923.9740,924.2740,2,,,
924.3180,924.6180,2,,,
924.5510,924.8510,2,,,
924.8180,925.1180,1,,,
925.0850,925.3850,1,,,
925.3190,925.6190,2,,,
925.5850,925.8850,1,,,
925.8190,926.1190,1,,,
926.0860,926.3860,1,,,
926.3190,926.6190,1,,,
926.5870,926.8870,1,,,
926.8530,927.1530,2,,,
927.1200,927.4200,1,,,
927.3540,927.6540,2,,,
927.6210,927.9210,2,,,
927.8540,928.1540,1,,,
928.1210,928.4210,2,,,
928.3880,928.6880,1,,,
928.6550,928.9550,2,,,
928.8880,929.1880,1,,,
929.1550,929.4550,2,,,
929.4220,929.7220,2,,,
929.6550,929.9550,2,,,
929.9220,930.2220,2,,,
930.1560,930.4560,2,,,
930.4230,930.7230,1,,,
930.6560,930.9560,2,,,
930.9230,931.2230,2,,,
931.1570,931.4570,1,,,
931.4240,931.7240,2,,,
931.6570,931.9570,1,,,
931.9240,932.2240,1,,,
932.1570,932.4570,2,,,
932.4240,932.7240,1,,,
932.6580,932.9580,2,,,
932.9250,933.2250,2,,,
933.1920,933.4920,1,,,
933.4250,933.7250,2,,,
933.6920,933.9920,1,,,
933.9260,934.2260,2,,,
934.1920,934.4920,2,,,
934.4590,934.7590,1,,,
934.6930,934.9930,1,,,
934.9600,935.2600,2,,,
935.2270,935.5270,2,,,
935.4930,935.7930,2,,,
935.7270,936.0270,2,,,
935.9940,936.2940,1,,,
936.2610,936.5610,1,,,
936.4940,936.7940,1,,,
936.7610,937.0610,1,,,
936.9950,937.2950,1,,,
937.2620,937.5620,2,,,
937.5280,937.8280,2,,,
937.7950,938.0950,1,,,
938.0290,938.3290,1,,,
938.2960,938.5960,2,,,
938.5290,938.8290,1,,,
938.7960,939.0960,1,,,
939.0630,939.3630,2,,,
939.3300,939.6300,1,,,
939.5630,939.8630,2,,,
939.8300,940.1300,2,,,
940.0970,940.3970,1,,,
940.3310,940.6310,2,,,
940.5810,940.8810,2,,,
940.8480,941.1480,2,,,
941.0810,941.3810,1,,,
949.3880,949.6880,1,,,
949.6550,949.9550,1,,,
949.9220,950.2220,2,,,
950.1890,950.4890,2,,,
950.4060,950.7060,1,,,
950.6890,950.9890,2,,,
950.9230,951.2230,1,,,
951.1890,951.4890,1,,,
951.4230,951.7230,2,,,
951.6900,951.9900,2,,,
951.9070,952.2070,1,,,
952.1900,952.4900,2,,,
952.4070,952.7070,2,,,
952.6740,952.9740,2,,,
952.9410,953.2410,1,,,
953.2080,953.5080,1,,,
953.4910,953.7910,2,,,
953.7080,954.0080,2,,,
953.9920,954.2920,2,,,
954.2090,954.5090,1,,,
954.4920,954.7920,1,,,
954.7420,955.0420,1,,,
954.9930,955.2930,1,,,
955.2590,955.5590,2,,,
955.5260,955.8260,2,,,
955.7770,956.0770,2,,,
956.0270,956.3270,2,,,
956.2940,956.5940,1,,,
956.5600,956.8600,1,,,
956.8270,957.1270,2,,,
957.0610,957.3610,2,,,
957.3110,957.6110,1,,,
957.5610,957.8610,1,,,
957.8280,958.1280,2,,,
958.0620,958.3620,2,,,
958.3290,958.6290,2,,,
958.5620,958.8620,2,,,
958.8290,959.1290,2,,,
959.0620,959.3620,2,,,
959.3300,959.6300,2,,,
959.5630,959.8630,2,,,
959.8300,960.1300,1,,,
960.0970,960.3970,1,,,
960.3300,960.6300,2,,,
960.5970,960.8970,1,,,
960.8310,961.1310,1,,,
961.0970,961.3970,2,,,
961.3310,961.6310,2,,,
961.5980,961.8980,2,,,
961.8310,962.1310,1,,,
962.0820,962.3820,1,,,
962.3650,962.6650,1,,,
962.5990,962.8990,2,,,
962.8660,963.1660,1,,,
963.1320,963.4320,1,,,
963.3660,963.6660,2,,,
963.6330,963.9330,1,,,
963.9000,964.2000,2,,,
964.1330,964.4330,2,,,
964.4000,964.7000,2,,,
964.6670,964.9670,1,,,
964.9010,965.2010,1,,,
965.1670,965.4670,2,,,
965.4340,965.7340,1,,,
965.6680,965.9680,1,,,
965.9350,966.2350,2,,,
966.1680,966.4680,1,,,
966.4350,966.7350,1,,,
974.7420,975.0420,1,,,
975.0090,975.3090,2,,,
975.2760,975.5760,2,,,
975.5090,975.8090,2,,,
975.7760,976.0760,2,,,
976.0090,976.3090,1,,,
976.2770,976.5770,1,,,
976.5430,976.8430,1,,,
976.7770,977.0770,2,,,
977.0440,977.3440,1,,,
977.3110,977.6110,2,,,
977.5440,977.8440,1,,,
977.8110,978.1110,1,,,
978.0440,978.3440,2,,,
978.3110,978.6110,2,,,
978.5780,978.8780,1,,,
978.8120,979.1120,1,,,
979.0450,979.3450,1,,,
979.3120,979.6120,2,,,
979.5790,979.8790,1,,,
979.8130,980.1130,1,,,
980.0790,980.3790,2,,,
980.3130,980.6130,1,,,
980.5800,980.8800,2,,,
980.8470,981.1470,1,,,
981.0800,981.3800,2,,,
981.3470,981.6470,2,,,
981.6140,981.9140,1,,,
981.8480,982.1480,2,,,
982.1140,982.4140,1,,,
982.3810,982.6810,2,,,
982.6150,982.9150,2,,,
982.8820,983.1820,2,,,
983.0990,983.3990,2,,,
983.3820,983.6820,1,,,
983.6490,983.9490,2,,,
983.8830,984.1830,2,,,
984.1490,984.4490,2,,,
984.4160,984.7160,1,,,
984.6500,984.9500,1,,,
984.9170,985.2170,2,,,
985.1840,985.4840,1,,,
985.4170,985.7170,2,,,
985.6840,985.9840,1,,,
985.9170,986.2170,1,,,
986.1840,986.4840,2,,,
986.4180,986.7180,2,,,
986.6850,986.9850,1,,,
986.9180,987.2180,2,,,
987.1680,987.4680,2,,,
987.4520,987.7520,1,,,
987.6860,987.9860,2,,,
987.9520,988.2520,1,,,
988.1860,988.4860,2,,,
988.4530,988.7530,1,,,
988.7200,989.0200,2,,,
988.9530,989.2530,1,,,
989.2200,989.5200,1,,,
989.4540,989.7540,2,,,
989.7210,990.0210,2,,,
989.9540,990.2540,2,,,
990.2210,990.5210,2,,,
990.4550,990.7550,2,,,
990.7220,991.0220,1,,,
990.9880,991.2880,1,,,
991.2220,991.5220,2,,,
991.4890,991.7890,1,,,
991.7560,992.0560,1,,,
1000.0460,1000.3460,1,,,
1000.3290,1000.6290,1,,,
1000.5460,1000.8460,2,,,
1000.8300,1001.1300,2,,,
1001.0630,1001.3630,2,,,
1001.3300,1001.6300,1,,,
1001.5630,1001.8630,1,,,
1001.8300,1002.1300,2,,,
1002.0640,1002.3640,2,,,
1002.3310,1002.6310,1,,,
1002.5640,1002.8640,2,,,
1002.8310,1003.1310,2,,,
1003.0650,1003.3650,1,,,
1003.3320,1003.6320,2,,,
1003.5980,1003.8980,1,,,
1003.8320,1004.1320,1,,,
1004.0990,1004.3990,2,,,
1004.3320,1004.6320,1,,,
1004.5990,1004.8990,2,,,
1004.8160,1005.1160,2,,,
1005.1000,1005.4000,2,,,
1005.3500,1005.6500,1,,,
1005.6000,1005.9000,2,,,
1005.8500,1006.1500,2,,,
1006.1000,1006.4000,2,,,
1006.3680,1006.6680,1,,,
1006.6340,1006.9340,2,,,
1006.8680,1007.1680,1,,,
1007.1350,1007.4350,1,,,
1007.3680,1007.6680,2,,,
1007.6350,1007.9350,1,,,
1007.8690,1008.1690,1,,,
1008.1360,1008.4360,2,,,
1008.4020,1008.7020,1,,,
1008.6360,1008.9360,1,,,
1008.9030,1009.2030,1,,,
1009.1700,1009.4700,1,,,
1009.4030,1009.7030,2,,,
1009.6700,1009.9700,1,,,
1009.9370,1010.2370,2,,,
1010.1700,1010.4700,2,,,
1010.4370,1010.7370,2,,,
1010.7040,1011.0040,1,,,
1010.9380,1011.2380,2,,,
1011.2050,1011.5050,2,,,
1011.4710,1011.7710,2,,,
1011.7050,1012.0050,2,,,
1011.9720,1012.2720,1,,,
1012.2050,1012.5050,2,,,
1012.4720,1012.7720,2,,,
1012.7060,1013.0060,1,,,
1012.9730,1013.2730,2,,,
1013.2060,1013.5060,1,,,
1013.4730,1013.7730,2,,,
1013.7400,1014.0400,1,,,
1013.9730,1014.2730,1,,,
1014.2400,1014.5400,1,,,
1014.5070,1014.8070,1,,,
1014.7410,1015.0410,1,,,
1015.0080,1015.3080,1,,,
1015.2740,1015.5740,2,,,
1015.5080,1015.8080,1,,,
1015.7750,1016.0750,2,,,
1016.0080,1016.3080,2,,,
1016.2750,1016.5750,1,,,
1016.4920,1016.7920,2,,,
1016.7760,1017.0760,2,,,
1017.0260,1017.3260,2,,,
1025.3490,1025.6490,2,,,
1025.6160,1025.9160,1,,,
1025.8330,1026.1330,1,,,
1026.1170,1026.4170,2,,,
1026.3500,1026.6500,2,,,
1026.6170,1026.9170,2,,,
1026.8840,1027.1840,2,,,
1027.1170,1027.4170,1,,,
1027.3840,1027.6840,2,,,
1027.6180,1027.9180,1,,,
1027.8850,1028.1850,2,,,
1028.1180,1028.4180,2,,,
1028.3850,1028.6850,2,,,
1028.6520,1028.9520,1,,,
1028.8850,1029.1850,1,,,
1029.1520,1029.4520,1,,,
1029.3860,1029.6860,1,,,
1029.6530,1029.9530,2,,,
1029.8860,1030.1860,1,,,
1030.1530,1030.4530,1,,,
1030.4200,1030.7200,1,,,
1030.6540,1030.9540,1,,,
1030.9200,1031.2200,2,,,
1031.1370,1031.4370,2,,,
1031.4210,1031.7210,2,,,
1031.6710,1031.9710,1,,,
1031.9550,1032.2550,2,,,
1032.1880,1032.4880,1,,,
1032.4550,1032.7550,2,,,
1032.6890,1032.9890,1,,,
1032.9550,1033.2550,2,,,
1033.1890,1033.4890,2,,,
1033.4560,1033.7560,2,,,
1033.6890,1033.9890,1,,,
1033.9560,1034.2560,2,,,
1034.1900,1034.4900,1,,,
1034.4570,1034.7570,2,,,
1034.7240,1035.0240,2,,,
1034.9570,1035.2570,2,,,
1035.2240,1035.5240,1,,,
1035.4570,1035.7570,1,,,
1035.7240,1036.0240,1,,,
1035.9910,1036.2910,1,,,
1036.2580,1036.5580,1,,,
1036.4920,1036.7920,2,,,
1036.7590,1037.0590,2,,,
1037.0250,1037.3250,1,,,
1037.2920,1037.5920,1,,,
1037.5090,1037.8090,2,,,
1037.7930,1038.0930,2,,,
1038.0430,1038.3430,1,,,
